Index_Number,Order_ID,Order_Date,Supplier_ID,Supplier_Name,Product_ID,Product_Name,Category,Customer_ID,Customer_Name,Customer_Country,Warehouse_ID,Warehouse_Name,Carrier,Quantity,Unit_Cost,Discount_Rate,Total_Value,Expected_Delivery,Actual_Delivery,Lead_Time_Days,Status,Delivery_Bucket
222,ORD-0222,22-10-2023,SUP-005,PrimeMaterials Corp,P-007,Aluminum Sheets,Raw Material,C-003,IndustrialCorp,India,WH-04,Shanghai East,DHL Supply Chain,31,18.5,0.14,493.21,03-11-2023,05-11-2023,12,Delivered,Late
223,ORD-0223,29-07-2024,SUP-003,EuroParts GmbH,P-008,Adhesive Compounds,Chemicals,C-002,TechBuild GmbH,Germany,WH-02,Chicago Hub,DB Schenker,487,9,0.02,4295.34,31-08-2024,30-08-2024,33,Delivered,On Time
224,ORD-0224,27-08-2023,SUP-005,PrimeMaterials Corp,P-004,Circuit Boards,Electronics,C-001,AutoMakers Inc,USA,WH-02,Chicago Hub,DB Schenker,336,120,0.06,37900.8,05-09-2023,03-09-2023,9,Delivered,On Time
225,ORD-0225,30-10-2024,SUP-004,AsiaTrade Co,P-002,Steel Rods,Raw Material,C-001,AutoMakers Inc,USA,WH-02,Chicago Hub,DB Schenker,218,8.5,0.1,1667.7,19-11-2024,23-11-2024,20,Delivered,Late
226,ORD-0226,10-08-2024,SUP-003,EuroParts GmbH,P-006,Copper Wire,Raw Material,C-006,GlobalTech Solutions,Singapore,WH-03,Berlin Depot,FedEx Freight,343,22,0.11,6715.94,01-09-2024,06-09-2024,22,Delivered,Late
227,ORD-0227,22-05-2024,SUP-001,GlobalParts Ltd,P-003,Plastic Casings,Packaging,C-002,TechBuild GmbH,Germany,WH-04,Shanghai East,FedEx Freight,413,15.75,0.14,5594.09,16-06-2024,,25,In Transit,Pending
228,ORD-0228,10-12-2023,SUP-003,EuroParts GmbH,P-001,Electronic Components,Electronics,C-003,IndustrialCorp,India,WH-01,Mumbai Central,DB Schenker,64,45,0.07,2678.4,31-12-2023,,21,Pending,Pending
229,ORD-0229,17-07-2023,SUP-005,PrimeMaterials Corp,P-009,LED Displays,Electronics,C-002,TechBuild GmbH,Germany,WH-04,Shanghai East,DB Schenker,149,85,0.05,12031.75,26-07-2023,,9,In Transit,Pending
230,ORD-0230,21-11-2024,SUP-004,AsiaTrade Co,P-005,Rubber Seals,Components,C-001,AutoMakers Inc,USA,WH-02,Chicago Hub,Maersk Logistics,300,3.25,0.09,887.25,27-12-2024,26-12-2024,36,Delivered,On Time
231,ORD-0231,08-04-2023,SUP-004,AsiaTrade Co,P-007,Aluminum Sheets,Raw Material,C-003,IndustrialCorp,India,WH-05,São Paulo North,FedEx Freight,352,18.5,0.15,5535.2,23-04-2023,,15,In Transit,Pending
232,ORD-0232,02-04-2024,SUP-004,AsiaTrade Co,P-006,Copper Wire,Raw Material,C-001,AutoMakers Inc,USA,WH-02,Chicago Hub,Maersk Logistics,130,22,0.14,2459.6,25-04-2024,,23,In Transit,Pending
233,ORD-0233,10-12-2024,SUP-003,EuroParts GmbH,P-010,Bolt & Nut Sets,Hardware,C-001,AutoMakers Inc,USA,WH-05,São Paulo North,Maersk Logistics,194,2.5,0.01,480.15,05-02-2025,,57,Cancelled,Pending
234,ORD-0234,21-12-2024,SUP-001,GlobalParts Ltd,P-008,Adhesive Compounds,Chemicals,C-002,TechBuild GmbH,Germany,WH-03,Berlin Depot,UPS Supply Chain,267,9,0.1,2162.7,24-01-2025,,34,Cancelled,Pending
235,ORD-0235,06-06-2023,SUP-003,EuroParts GmbH,P-006,Copper Wire,Raw Material,C-002,TechBuild GmbH,Germany,WH-05,São Paulo North,DHL Supply Chain,254,22,0.15,4749.8,05-07-2023,13-07-2023,29,Delivered,Late
236,ORD-0236,12-08-2023,SUP-003,EuroParts GmbH,P-007,Aluminum Sheets,Raw Material,C-004,ManuFacture Ltd,UK,WH-05,São Paulo North,DB Schenker,432,18.5,0.1,7192.8,29-08-2023,,17,Cancelled,Pending
237,ORD-0237,21-03-2023,SUP-005,PrimeMaterials Corp,P-002,Steel Rods,Raw Material,C-004,ManuFacture Ltd,UK,WH-05,São Paulo North,DB Schenker,195,8.5,0.01,1640.92,29-03-2023,,8,Cancelled,Pending
238,ORD-0238,02-12-2023,SUP-005,PrimeMaterials Corp,P-009,LED Displays,Electronics,C-005,PrimeAssembly Co,Japan,WH-02,Chicago Hub,DB Schenker,94,85,0.1,7191,22-12-2023,20-12-2023,20,Delivered,On Time
239,ORD-0239,16-05-2023,SUP-005,PrimeMaterials Corp,P-008,Adhesive Compounds,Chemicals,C-005,PrimeAssembly Co,Japan,WH-01,Mumbai Central,UPS Supply Chain,242,9,0.08,2003.76,23-06-2023,27-06-2023,38,Delivered,Late
240,ORD-0240,04-01-2023,SUP-005,PrimeMaterials Corp,P-008,Adhesive Compounds,Chemicals,C-006,GlobalTech Solutions,Singapore,WH-03,Berlin Depot,FedEx Freight,140,9,0.09,1146.6,04-02-2023,,31,In Transit,Pending
241,ORD-0241,12-03-2023,SUP-001,GlobalParts Ltd,P-007,Aluminum Sheets,Raw Material,C-006,GlobalTech Solutions,Singapore,WH-03,Berlin Depot,FedEx Freight,40,18.5,0,740,06-04-2023,,25,Pending,Pending
242,ORD-0242,27-01-2024,SUP-004,AsiaTrade Co,P-003,Plastic Casings,Packaging,C-006,GlobalTech Solutions,Singapore,WH-02,Chicago Hub,UPS Supply Chain,466,15.75,0.14,6311.97,01-03-2024,11-03-2024,34,Delivered,Late
243,ORD-0243,23-12-2023,SUP-004,AsiaTrade Co,P-007,Aluminum Sheets,Raw Material,C-006,GlobalTech Solutions,Singapore,WH-01,Mumbai Central,DB Schenker,344,18.5,0.15,5409.4,05-01-2024,04-01-2024,13,Delivered,On Time
244,ORD-0244,24-01-2023,SUP-004,AsiaTrade Co,P-009,LED Displays,Electronics,C-006,GlobalTech Solutions,Singapore,WH-02,Chicago Hub,DHL Supply Chain,397,85,0.1,30370.5,08-02-2023,12-02-2023,15,Delivered,Late
245,ORD-0245,21-12-2023,SUP-005,PrimeMaterials Corp,P-007,Aluminum Sheets,Raw Material,C-004,ManuFacture Ltd,UK,WH-05,São Paulo North,DHL Supply Chain,245,18.5,0.03,4396.52,04-01-2024,05-01-2024,14,Delivered,Late
246,ORD-0246,10-03-2023,SUP-001,GlobalParts Ltd,P-001,Electronic Components,Electronics,C-005,PrimeAssembly Co,Japan,WH-04,Shanghai East,FedEx Freight,115,45,0.01,5123.25,25-03-2023,31-03-2023,15,Delivered,Late
247,ORD-0247,28-08-2023,SUP-005,PrimeMaterials Corp,P-001,Electronic Components,Electronics,C-006,GlobalTech Solutions,Singapore,WH-02,Chicago Hub,FedEx Freight,234,45,0.11,9371.7,15-09-2023,,18,In Transit,Pending
248,ORD-0248,23-11-2023,SUP-001,GlobalParts Ltd,P-003,Plastic Casings,Packaging,C-003,IndustrialCorp,India,WH-05,São Paulo North,DHL Supply Chain,304,15.75,0.04,4596.48,23-12-2023,,30,Cancelled,Pending
249,ORD-0249,24-07-2024,SUP-002,TechSource Inc,P-009,LED Displays,Electronics,C-004,ManuFacture Ltd,UK,WH-02,Chicago Hub,Maersk Logistics,41,85,0.1,3136.5,04-08-2024,11-08-2024,11,Delivered,Late
250,ORD-0250,14-12-2024,SUP-005,PrimeMaterials Corp,P-008,Adhesive Compounds,Chemicals,C-003,IndustrialCorp,India,WH-01,Mumbai Central,UPS Supply Chain,173,9,0.06,1463.58,21-01-2025,,38,Pending,Pending
251,ORD-0251,19-08-2023,SUP-003,EuroParts GmbH,P-007,Aluminum Sheets,Raw Material,C-005,PrimeAssembly Co,Japan,WH-02,Chicago Hub,UPS Supply Chain,444,18.5,0.11,7310.46,07-09-2023,17-09-2023,19,Delivered,Late
252,ORD-0252,18-05-2023,SUP-004,AsiaTrade Co,P-001,Electronic Components,Electronics,C-004,ManuFacture Ltd,UK,WH-05,São Paulo North,UPS Supply Chain,281,45,0.04,12139.2,11-06-2023,,24,Pending,Pending
253,ORD-0253,15-07-2023,SUP-002,TechSource Inc,P-006,Copper Wire,Raw Material,C-004,ManuFacture Ltd,UK,WH-01,Mumbai Central,Maersk Logistics,284,22,0.06,5873.12,31-07-2023,01-08-2023,16,Delivered,Late
254,ORD-0254,18-11-2024,SUP-005,PrimeMaterials Corp,P-010,Bolt & Nut Sets,Hardware,C-001,AutoMakers Inc,USA,WH-01,Mumbai Central,DHL Supply Chain,380,2.5,0.07,883.5,13-01-2025,,56,Pending,Pending
255,ORD-0255,05-05-2024,SUP-003,EuroParts GmbH,P-005,Rubber Seals,Components,C-002,TechBuild GmbH,Germany,WH-01,Mumbai Central,DHL Supply Chain,70,3.25,0.1,204.75,11-06-2024,,37,Cancelled,Pending
256,ORD-0256,22-04-2024,SUP-002,TechSource Inc,P-007,Aluminum Sheets,Raw Material,C-005,PrimeAssembly Co,Japan,WH-02,Chicago Hub,Maersk Logistics,204,18.5,0.04,3623.04,13-05-2024,14-05-2024,21,Delivered,Late
257,ORD-0257,28-07-2023,SUP-005,PrimeMaterials Corp,P-008,Adhesive Compounds,Chemicals,C-001,AutoMakers Inc,USA,WH-04,Shanghai East,UPS Supply Chain,478,9,0.06,4043.88,02-09-2023,04-09-2023,36,Delivered,Late
258,ORD-0258,21-08-2024,SUP-005,PrimeMaterials Corp,P-004,Circuit Boards,Electronics,C-001,AutoMakers Inc,USA,WH-02,Chicago Hub,Maersk Logistics,488,120,0.04,56217.6,11-09-2024,,21,Pending,Pending
259,ORD-0259,17-07-2024,SUP-002,TechSource Inc,P-006,Copper Wire,Raw Material,C-004,ManuFacture Ltd,UK,WH-02,Chicago Hub,DB Schenker,265,22,0.11,5188.7,11-08-2024,12-08-2024,25,Delivered,Late
260,ORD-0260,13-07-2024,SUP-004,AsiaTrade Co,P-008,Adhesive Compounds,Chemicals,C-002,TechBuild GmbH,Germany,WH-04,Shanghai East,Maersk Logistics,81,9,0.14,626.94,22-08-2024,21-08-2024,40,Delivered,On Time
261,ORD-0261,07-01-2023,SUP-005,PrimeMaterials Corp,P-001,Electronic Components,Electronics,C-001,AutoMakers Inc,USA,WH-05,São Paulo North,FedEx Freight,34,45,0.02,1499.4,01-02-2023,,25,Cancelled,Pending
262,ORD-0262,18-01-2024,SUP-002,TechSource Inc,P-002,Steel Rods,Raw Material,C-001,AutoMakers Inc,USA,WH-02,Chicago Hub,DHL Supply Chain,243,8.5,0.09,1879.61,24-01-2024,,6,Pending,Pending
263,ORD-0263,26-02-2024,SUP-005,PrimeMaterials Corp,P-008,Adhesive Compounds,Chemicals,C-001,AutoMakers Inc,USA,WH-04,Shanghai East,FedEx Freight,292,9,0,2628,22-03-2024,,25,Pending,Pending
264,ORD-0264,16-03-2024,SUP-003,EuroParts GmbH,P-009,LED Displays,Electronics,C-001,AutoMakers Inc,USA,WH-03,Berlin Depot,DB Schenker,355,85,0.02,29571.5,27-03-2024,,11,Cancelled,Pending
265,ORD-0265,16-09-2023,SUP-001,GlobalParts Ltd,P-009,LED Displays,Electronics,C-002,TechBuild GmbH,Germany,WH-02,Chicago Hub,DHL Supply Chain,279,85,0.04,22766.4,03-10-2023,,17,Pending,Pending
266,ORD-0266,14-12-2024,SUP-004,AsiaTrade Co,P-002,Steel Rods,Raw Material,C-004,ManuFacture Ltd,UK,WH-03,Berlin Depot,UPS Supply Chain,134,8.5,0.04,1093.44,26-12-2024,,12,Pending,Pending
267,ORD-0267,02-05-2024,SUP-001,GlobalParts Ltd,P-001,Electronic Components,Electronics,C-004,ManuFacture Ltd,UK,WH-01,Mumbai Central,UPS Supply Chain,292,45,0.1,11826,15-05-2024,,13,In Transit,Pending
268,ORD-0268,08-04-2023,SUP-002,TechSource Inc,P-002,Steel Rods,Raw Material,C-004,ManuFacture Ltd,UK,WH-04,Shanghai East,Maersk Logistics,449,8.5,0.03,3702.01,14-04-2023,,6,Pending,Pending
269,ORD-0269,15-10-2023,SUP-005,PrimeMaterials Corp,P-008,Adhesive Compounds,Chemicals,C-001,AutoMakers Inc,USA,WH-03,Berlin Depot,FedEx Freight,483,9,0.03,4216.59,10-11-2023,,26,Cancelled,Pending
270,ORD-0270,12-02-2024,SUP-003,EuroParts GmbH,P-001,Electronic Components,Electronics,C-005,PrimeAssembly Co,Japan,WH-02,Chicago Hub,DHL Supply Chain,430,45,0.04,18576,26-02-2024,,14,Cancelled,Pending
271,ORD-0271,24-05-2023,SUP-005,PrimeMaterials Corp,P-004,Circuit Boards,Electronics,C-004,ManuFacture Ltd,UK,WH-05,São Paulo North,DB Schenker,206,120,0.11,22000.8,03-06-2023,08-06-2023,10,Delivered,Late
272,ORD-0272,11-09-2024,SUP-003,EuroParts GmbH,P-001,Electronic Components,Electronics,C-004,ManuFacture Ltd,UK,WH-01,Mumbai Central,DHL Supply Chain,184,45,0.05,7866,05-10-2024,14-10-2024,24,Delivered,Late
273,ORD-0273,20-01-2024,SUP-003,EuroParts GmbH,P-008,Adhesive Compounds,Chemicals,C-002,TechBuild GmbH,Germany,WH-04,Shanghai East,Maersk Logistics,491,9,0.03,4286.43,27-02-2024,,38,Pending,Pending
274,ORD-0274,17-03-2023,SUP-005,PrimeMaterials Corp,P-007,Aluminum Sheets,Raw Material,C-005,PrimeAssembly Co,Japan,WH-01,Mumbai Central,Maersk Logistics,375,18.5,0.02,6798.75,29-03-2023,30-03-2023,12,Delivered,Late
275,ORD-0275,12-11-2023,SUP-002,TechSource Inc,P-007,Aluminum Sheets,Raw Material,C-003,IndustrialCorp,India,WH-03,Berlin Depot,FedEx Freight,12,18.5,0.11,197.58,06-12-2023,08-12-2023,24,Delivered,Late
276,ORD-0276,22-07-2024,SUP-001,GlobalParts Ltd,P-003,Plastic Casings,Packaging,C-002,TechBuild GmbH,Germany,WH-01,Mumbai Central,UPS Supply Chain,295,15.75,0.02,4553.32,24-08-2024,,33,In Transit,Pending
277,ORD-0277,29-11-2023,SUP-001,GlobalParts Ltd,P-006,Copper Wire,Raw Material,C-001,AutoMakers Inc,USA,WH-05,São Paulo North,DB Schenker,411,22,0,9042,26-12-2023,,27,Pending,Pending
278,ORD-0278,17-06-2024,SUP-004,AsiaTrade Co,P-007,Aluminum Sheets,Raw Material,C-006,GlobalTech Solutions,Singapore,WH-01,Mumbai Central,DB Schenker,302,18.5,0.06,5251.78,02-07-2024,09-07-2024,15,Delivered,Late
279,ORD-0279,21-06-2023,SUP-002,TechSource Inc,P-005,Rubber Seals,Components,C-003,IndustrialCorp,India,WH-03,Berlin Depot,UPS Supply Chain,42,3.25,0.06,128.31,03-08-2023,04-08-2023,43,Delivered,Late
280,ORD-0280,22-05-2024,SUP-004,AsiaTrade Co,P-002,Steel Rods,Raw Material,C-003,IndustrialCorp,India,WH-03,Berlin Depot,DHL Supply Chain,330,8.5,0.07,2608.65,02-06-2024,,11,Cancelled,Pending
281,ORD-0281,04-12-2023,SUP-002,TechSource Inc,P-005,Rubber Seals,Components,C-004,ManuFacture Ltd,UK,WH-01,Mumbai Central,Maersk Logistics,204,3.25,0.05,629.85,17-01-2024,,44,Pending,Pending
282,ORD-0282,05-05-2024,SUP-005,PrimeMaterials Corp,P-003,Plastic Casings,Packaging,C-003,IndustrialCorp,India,WH-03,Berlin Depot,DB Schenker,112,15.75,0.03,1711.08,04-06-2024,,30,Cancelled,Pending
283,ORD-0283,06-09-2023,SUP-004,AsiaTrade Co,P-006,Copper Wire,Raw Material,C-006,GlobalTech Solutions,Singapore,WH-03,Berlin Depot,UPS Supply Chain,410,22,0.06,8478.8,01-10-2023,,25,Pending,Pending
284,ORD-0284,04-07-2023,SUP-004,AsiaTrade Co,P-006,Copper Wire,Raw Material,C-005,PrimeAssembly Co,Japan,WH-01,Mumbai Central,DHL Supply Chain,289,22,0.14,5467.88,19-07-2023,,15,Pending,Pending
285,ORD-0285,26-05-2024,SUP-004,AsiaTrade Co,P-004,Circuit Boards,Electronics,C-003,IndustrialCorp,India,WH-04,Shanghai East,FedEx Freight,354,120,0.1,38232,07-06-2024,,12,In Transit,Pending
286,ORD-0286,04-04-2024,SUP-002,TechSource Inc,P-005,Rubber Seals,Components,C-006,GlobalTech Solutions,Singapore,WH-02,Chicago Hub,UPS Supply Chain,47,3.25,0.09,139,19-05-2024,,45,In Transit,Pending
287,ORD-0287,03-07-2024,SUP-005,PrimeMaterials Corp,P-009,LED Displays,Electronics,C-005,PrimeAssembly Co,Japan,WH-04,Shanghai East,FedEx Freight,369,85,0.12,27601.2,11-07-2024,09-07-2024,8,Delivered,On Time
288,ORD-0288,24-10-2024,SUP-003,EuroParts GmbH,P-003,Plastic Casings,Packaging,C-001,AutoMakers Inc,USA,WH-05,São Paulo North,DB Schenker,356,15.75,0.15,4765.95,25-11-2024,,32,Cancelled,Pending
289,ORD-0289,06-06-2024,SUP-003,EuroParts GmbH,P-007,Aluminum Sheets,Raw Material,C-001,AutoMakers Inc,USA,WH-01,Mumbai Central,FedEx Freight,123,18.5,0.06,2138.97,23-06-2024,27-06-2024,17,Delivered,Late
290,ORD-0290,18-04-2023,SUP-004,AsiaTrade Co,P-010,Bolt & Nut Sets,Hardware,C-002,TechBuild GmbH,Germany,WH-05,São Paulo North,Maersk Logistics,257,2.5,0.14,552.55,16-06-2023,19-06-2023,59,Delivered,Late
291,ORD-0291,31-07-2023,SUP-001,GlobalParts Ltd,P-002,Steel Rods,Raw Material,C-003,IndustrialCorp,India,WH-02,Chicago Hub,Maersk Logistics,243,8.5,0.07,1920.91,20-08-2023,22-08-2023,20,Delivered,Late
292,ORD-0292,28-12-2024,SUP-004,AsiaTrade Co,P-008,Adhesive Compounds,Chemicals,C-001,AutoMakers Inc,USA,WH-03,Berlin Depot,Maersk Logistics,424,9,0.13,3319.92,25-01-2025,22-01-2025,28,Delivered,On Time
293,ORD-0293,05-12-2023,SUP-001,GlobalParts Ltd,P-003,Plastic Casings,Packaging,C-005,PrimeAssembly Co,Japan,WH-02,Chicago Hub,DHL Supply Chain,91,15.75,0.14,1232.6,07-01-2024,,33,Pending,Pending
294,ORD-0294,20-09-2024,SUP-002,TechSource Inc,P-007,Aluminum Sheets,Raw Material,C-002,TechBuild GmbH,Germany,WH-02,Chicago Hub,UPS Supply Chain,24,18.5,0.07,412.92,06-10-2024,,16,In Transit,Pending
295,ORD-0295,21-12-2024,SUP-004,AsiaTrade Co,P-007,Aluminum Sheets,Raw Material,C-006,GlobalTech Solutions,Singapore,WH-01,Mumbai Central,DHL Supply Chain,152,18.5,0.02,2755.76,02-01-2025,08-01-2025,12,Delivered,Late
296,ORD-0296,26-09-2023,SUP-005,PrimeMaterials Corp,P-003,Plastic Casings,Packaging,C-003,IndustrialCorp,India,WH-03,Berlin Depot,DHL Supply Chain,68,15.75,0.08,985.32,31-10-2023,,35,In Transit,Pending
297,ORD-0297,23-12-2023,SUP-003,EuroParts GmbH,P-010,Bolt & Nut Sets,Hardware,C-005,PrimeAssembly Co,Japan,WH-04,Shanghai East,UPS Supply Chain,68,2.5,0.13,147.9,22-02-2024,,61,Pending,Pending
298,ORD-0298,18-05-2023,SUP-005,PrimeMaterials Corp,P-003,Plastic Casings,Packaging,C-005,PrimeAssembly Co,Japan,WH-03,Berlin Depot,DB Schenker,354,15.75,0.04,5352.48,17-06-2023,15-06-2023,30,Delivered,On Time
299,ORD-0299,04-03-2024,SUP-001,GlobalParts Ltd,P-003,Plastic Casings,Packaging,C-006,GlobalTech Solutions,Singapore,WH-03,Berlin Depot,DHL Supply Chain,208,15.75,0.09,2981.16,28-03-2024,,24,Pending,Pending
300,ORD-0300,22-10-2024,SUP-004,AsiaTrade Co,P-003,Plastic Casings,Packaging,C-006,GlobalTech Solutions,Singapore,WH-04,Shanghai East,DB Schenker,480,15.75,0.08,6955.2,16-11-2024,,25,Cancelled,Pending
301,ORD-0301,24-02-2023,SUP-004,AsiaTrade Co,P-005,Rubber Seals,Components,C-002,TechBuild GmbH,Germany,WH-02,Chicago Hub,Maersk Logistics,327,3.25,0.14,913.97,06-04-2023,,41,In Transit,Pending
302,ORD-0302,21-05-2024,SUP-004,AsiaTrade Co,P-003,Plastic Casings,Packaging,C-004,ManuFacture Ltd,UK,WH-02,Chicago Hub,DB Schenker,344,15.75,0.1,4876.2,23-06-2024,,33,Pending,Pending
303,ORD-0303,14-08-2023,SUP-004,AsiaTrade Co,P-008,Adhesive Compounds,Chemicals,C-002,TechBuild GmbH,Germany,WH-04,Shanghai East,FedEx Freight,25,9,0,225,17-09-2023,,34,Pending,Pending
304,ORD-0304,22-05-2024,SUP-002,TechSource Inc,P-009,LED Displays,Electronics,C-002,TechBuild GmbH,Germany,WH-03,Berlin Depot,UPS Supply Chain,390,85,0.09,30166.5,31-05-2024,,9,Pending,Pending
305,ORD-0305,13-07-2024,SUP-003,EuroParts GmbH,P-009,LED Displays,Electronics,C-005,PrimeAssembly Co,Japan,WH-03,Berlin Depot,FedEx Freight,235,85,0.15,16978.75,25-07-2024,,12,Cancelled,Pending
306,ORD-0306,31-03-2023,SUP-001,GlobalParts Ltd,P-004,Circuit Boards,Electronics,C-001,AutoMakers Inc,USA,WH-03,Berlin Depot,UPS Supply Chain,188,120,0.15,19176,22-04-2023,02-05-2023,22,Delivered,Late
307,ORD-0307,09-10-2024,SUP-002,TechSource Inc,P-004,Circuit Boards,Electronics,C-006,GlobalTech Solutions,Singapore,WH-05,São Paulo North,Maersk Logistics,322,120,0.02,37867.2,30-10-2024,,21,Cancelled,Pending
308,ORD-0308,15-10-2023,SUP-002,TechSource Inc,P-004,Circuit Boards,Electronics,C-001,AutoMakers Inc,USA,WH-02,Chicago Hub,DB Schenker,282,120,0.15,28764,28-10-2023,30-10-2023,13,Delivered,Late
309,ORD-0309,08-04-2023,SUP-003,EuroParts GmbH,P-005,Rubber Seals,Components,C-003,IndustrialCorp,India,WH-05,São Paulo North,DB Schenker,427,3.25,0.14,1193.46,12-05-2023,,34,Cancelled,Pending
310,ORD-0310,16-05-2023,SUP-004,AsiaTrade Co,P-001,Electronic Components,Electronics,C-006,GlobalTech Solutions,Singapore,WH-03,Berlin Depot,DHL Supply Chain,453,45,0.02,19977.3,04-06-2023,,19,Cancelled,Pending
311,ORD-0311,03-10-2023,SUP-003,EuroParts GmbH,P-004,Circuit Boards,Electronics,C-004,ManuFacture Ltd,UK,WH-04,Shanghai East,DHL Supply Chain,333,120,0.06,37562.4,24-10-2023,,21,Pending,Pending
312,ORD-0312,13-01-2024,SUP-001,GlobalParts Ltd,P-002,Steel Rods,Raw Material,C-005,PrimeAssembly Co,Japan,WH-04,Shanghai East,Maersk Logistics,489,8.5,0.14,3574.59,01-02-2024,,19,Cancelled,Pending
313,ORD-0313,12-10-2024,SUP-003,EuroParts GmbH,P-010,Bolt & Nut Sets,Hardware,C-006,GlobalTech Solutions,Singapore,WH-01,Mumbai Central,FedEx Freight,244,2.5,0.13,530.7,12-12-2024,,61,Cancelled,Pending
314,ORD-0314,27-11-2023,SUP-005,PrimeMaterials Corp,P-007,Aluminum Sheets,Raw Material,C-004,ManuFacture Ltd,UK,WH-02,Chicago Hub,DHL Supply Chain,147,18.5,0.05,2583.53,16-12-2023,,19,In Transit,Pending
315,ORD-0315,19-02-2023,SUP-005,PrimeMaterials Corp,P-003,Plastic Casings,Packaging,C-004,ManuFacture Ltd,UK,WH-05,São Paulo North,Maersk Logistics,400,15.75,0.01,6237,12-03-2023,,21,Cancelled,Pending
316,ORD-0316,14-03-2024,SUP-004,AsiaTrade Co,P-001,Electronic Components,Electronics,C-002,TechBuild GmbH,Germany,WH-01,Mumbai Central,UPS Supply Chain,10,45,0.15,382.5,01-04-2024,,18,In Transit,Pending
317,ORD-0317,14-09-2023,SUP-002,TechSource Inc,P-005,Rubber Seals,Components,C-003,IndustrialCorp,India,WH-02,Chicago Hub,FedEx Freight,194,3.25,0.06,592.67,16-10-2023,,32,Cancelled,Pending
318,ORD-0318,28-08-2023,SUP-002,TechSource Inc,P-001,Electronic Components,Electronics,C-006,GlobalTech Solutions,Singapore,WH-04,Shanghai East,Maersk Logistics,368,45,0.1,14904,22-09-2023,,25,Cancelled,Pending
319,ORD-0319,20-08-2023,SUP-001,GlobalParts Ltd,P-001,Electronic Components,Electronics,C-004,ManuFacture Ltd,UK,WH-02,Chicago Hub,FedEx Freight,313,45,0,14085,15-09-2023,12-09-2023,26,Delivered,On Time
320,ORD-0320,23-08-2023,SUP-003,EuroParts GmbH,P-002,Steel Rods,Raw Material,C-006,GlobalTech Solutions,Singapore,WH-04,Shanghai East,DHL Supply Chain,46,8.5,0.01,387.09,09-09-2023,,17,In Transit,Pending
321,ORD-0321,17-05-2023,SUP-001,GlobalParts Ltd,P-002,Steel Rods,Raw Material,C-003,IndustrialCorp,India,WH-03,Berlin Depot,Maersk Logistics,205,8.5,0.08,1603.1,26-05-2023,24-05-2023,9,Delivered,On Time
322,ORD-0322,05-10-2024,SUP-001,GlobalParts Ltd,P-010,Bolt & Nut Sets,Hardware,C-004,ManuFacture Ltd,UK,WH-02,Chicago Hub,Maersk Logistics,119,2.5,0.14,255.85,28-11-2024,,54,Cancelled,Pending
323,ORD-0323,07-05-2023,SUP-005,PrimeMaterials Corp,P-008,Adhesive Compounds,Chemicals,C-001,AutoMakers Inc,USA,WH-02,Chicago Hub,FedEx Freight,395,9,0.14,3057.3,13-06-2023,15-06-2023,37,Delivered,Late
324,ORD-0324,07-09-2024,SUP-003,EuroParts GmbH,P-003,Plastic Casings,Packaging,C-003,IndustrialCorp,India,WH-02,Chicago Hub,FedEx Freight,293,15.75,0.14,3968.68,06-10-2024,15-10-2024,29,Delivered,Late
325,ORD-0325,06-02-2024,SUP-001,GlobalParts Ltd,P-005,Rubber Seals,Components,C-005,PrimeAssembly Co,Japan,WH-02,Chicago Hub,DB Schenker,106,3.25,0.1,310.05,16-03-2024,,39,Pending,Pending
326,ORD-0326,31-08-2024,SUP-002,TechSource Inc,P-008,Adhesive Compounds,Chemicals,C-001,AutoMakers Inc,USA,WH-04,Shanghai East,DHL Supply Chain,336,9,0.08,2782.08,27-09-2024,,27,In Transit,Pending
327,ORD-0327,10-01-2024,SUP-001,GlobalParts Ltd,P-006,Copper Wire,Raw Material,C-002,TechBuild GmbH,Germany,WH-03,Berlin Depot,UPS Supply Chain,225,22,0.11,4405.5,30-01-2024,,20,Pending,Pending
328,ORD-0328,10-02-2023,SUP-001,GlobalParts Ltd,P-001,Electronic Components,Electronics,C-001,AutoMakers Inc,USA,WH-05,São Paulo North,FedEx Freight,120,45,0.06,5076,23-02-2023,04-03-2023,13,Delivered,Late
329,ORD-0329,03-07-2024,SUP-003,EuroParts GmbH,P-009,LED Displays,Electronics,C-004,ManuFacture Ltd,UK,WH-04,Shanghai East,UPS Supply Chain,337,85,0.01,28358.55,13-07-2024,14-07-2024,10,Delivered,Late
330,ORD-0330,23-08-2024,SUP-001,GlobalParts Ltd,P-009,LED Displays,Electronics,C-002,TechBuild GmbH,Germany,WH-02,Chicago Hub,DB Schenker,210,85,0.1,16065,31-08-2024,01-09-2024,8,Delivered,Late
331,ORD-0331,18-09-2024,SUP-002,TechSource Inc,P-001,Electronic Components,Electronics,C-001,AutoMakers Inc,USA,WH-02,Chicago Hub,UPS Supply Chain,242,45,0.1,9801,01-10-2024,02-10-2024,13,Delivered,Late
332,ORD-0332,17-06-2023,SUP-002,TechSource Inc,P-002,Steel Rods,Raw Material,C-006,GlobalTech Solutions,Singapore,WH-01,Mumbai Central,DHL Supply Chain,15,8.5,0.14,109.65,07-07-2023,,20,Cancelled,Pending
333,ORD-0333,03-10-2023,SUP-005,PrimeMaterials Corp,P-009,LED Displays,Electronics,C-002,TechBuild GmbH,Germany,WH-03,Berlin Depot,Maersk Logistics,393,85,0.13,29062.35,12-10-2023,21-10-2023,9,Delivered,Late
